Row ID,Postal Code,Sales
100.0,60610.0,64.624
101.0,60610.0,95.976
102.0,60610.0,1.788
103.0,55901.0,23.92
104.0,80013.0,238.896
105.0,80013.0,102.36
106.0,80013.0,36.882
107.0,28205.0,74.112
108.0,28205.0,27.992
109.0,28205.0,3.304
110.0,60462.0,339.96
111.0,10035.0,41.96
112.0,50322.0,75.96
113.0,50322.0,27.24
114.0,43229.0,40.096
115.0,43229.0,4.72
116.0,43229.0,23.976
117.0,43229.0,130.464
118.0,98103.0,787.53
119.0,37620.0,157.794
120.0,19805.0,47.04
121.0,19805.0,30.84
122.0,19805.0,226.56
123.0,19805.0,115.02
124.0,19805.0,68.04
125.0,77041.0,600.558
126.0,61701.0,617.7
127.0,85023.0,2.388
128.0,85023.0,243.992
129.0,90004.0,81.424
130.0,90004.0,238.56
131.0,43229.0,59.97
132.0,43229.0,78.304
133.0,43229.0,21.456
134.0,95661.0,20.04
135.0,95661.0,35.44
136.0,95661.0,11.52
137.0,95661.0,4.02
138.0,95661.0,76.176
139.0,95661.0,65.88
140.0,95661.0,43.12
141.0,19140.0,82.8
142.0,94122.0,8.82
143.0,94122.0,10.86
144.0,94122.0,143.7
145.0,64055.0,839.43
146.0,91104.0,671.93
147.0,43055.0,93.888
148.0,53132.0,384.45
149.0,53132.0,149.97
150.0,53132.0,1951.84
151.0,53132.0,171.55
152.0,85254.0,157.92
153.0,85254.0,203.184
154.0,95123.0,58.38
155.0,95123.0,105.52
156.0,95123.0,80.88
157.0,98105.0,6.63
158.0,98115.0,457.568
159.0,73034.0,14.62
160.0,73034.0,944.93
161.0,90045.0,5.98
162.0,19134.0,54.384
163.0,88220.0,28.4
164.0,98115.0,27.68
165.0,78207.0,9.936
166.0,78207.0,8159.952
167.0,78207.0,275.928
168.0,78207.0,1740.06
169.0,78207.0,32.064
170.0,78207.0,177.98
171.0,78207.0,143.976
172.0,90004.0,20.94
173.0,90004.0,110.96
174.0,90004.0,340.144
175.0,60623.0,52.448
176.0,60623.0,20.16
177.0,77036.0,97.264
178.0,43055.0,396.802
179.0,43055.0,15.88
180.0,10009.0,3.28
181.0,62521.0,24.816
182.0,62521.0,408.744
183.0,71203.0,503.96
184.0,71203.0,149.95
185.0,71203.0,29.0
186.0,6824.0,7.16
187.0,90032.0,176.8
188.0,75051.0,37.224
189.0,75051.0,20.016
190.0,10035.0,899.136
191.0,10035.0,71.76
192.0,10035.0,51.84
193.0,10035.0,626.352
194.0,10035.0,19.9
195.0,92374.0,14.28
196.0,45011.0,7.408
197.0,45011.0,6.048
198.0,7090.0,46.26
199.0,19120.0,2.946
200.0,19120.0,16.056
201.0,44312.0,21.744
202.0,80219.0,218.75
203.0,80219.0,2.6
204.0,75220.0,66.284
205.0,37064.0,35.168
206.0,90604.0,444.768
207.0,48601.0,83.92
208.0,48601.0,131.98
209.0,48601.0,15.92
210.0,48601.0,52.29
211.0,48601.0,91.99
212.0,75220.0,20.8
213.0,44256.0,23.68
214.0,44256.0,452.45
215.0,44256.0,62.982
216.0,44256.0,1188.0
217.0,44256.0,89.584
218.0,90032.0,93.06
219.0,90032.0,302.376
220.0,43017.0,5.584
221.0,43017.0,22.704
222.0,43017.0,19.776
223.0,43017.0,72.704
224.0,43017.0,479.988
225.0,43017.0,27.168
226.0,48227.0,2.2
227.0,48227.0,622.45
228.0,48227.0,21.98
229.0,38401.0,161.568
230.0,38401.0,389.696
231.0,28205.0,18.648
232.0,33614.0,233.86
233.0,33614.0,620.6145
234.0,33614.0,5.328
235.0,33614.0,258.072
236.0,33614.0,617.976
237.0,95051.0,10.56
238.0,60610.0,25.92
239.0,60610.0,419.68
240.0,60610.0,11.688
241.0,60610.0,31.984
242.0,60610.0,177.225
243.0,60610.0,4.044
244.0,60610.0,7.408
245.0,55044.0,2001.86
246.0,55044.0,166.72
247.0,55044.0,47.88
248.0,55044.0,1503.25
249.0,55044.0,25.92
250.0,94109.0,321.568
251.0,92037.0,7.61
252.0,92037.0,3347.37
253.0,10024.0,80.58
254.0,10024.0,361.92
255.0,60623.0,12.132
256.0,60623.0,82.368
257.0,60623.0,53.92
258.0,60623.0,647.904
259.0,10009.0,20.37
260.0,10009.0,221.55
261.0,10009.0,17.52
262.0,77506.0,1.624
263.0,77036.0,3059.982
264.0,77036.0,2519.958
265.0,60610.0,328.224
266.0,94513.0,79.9
267.0,27514.0,14.016
268.0,7960.0,7.56
269.0,45231.0,37.208
270.0,45231.0,57.576
271.0,94110.0,725.84
272.0,94109.0,209.93
273.0,94109.0,5.28
274.0,94109.0,10.92
275.0,90301.0,8.82
276.0,90301.0,5.98
277.0,19140.0,11.648
278.0,19140.0,18.176
279.0,19140.0,59.712
280.0,19140.0,24.84
281.0,77070.0,2.08
282.0,77070.0,1114.4
283.0,90004.0,1038.84
284.0,97206.0,141.76
285.0,97206.0,239.8
286.0,97206.0,31.104
287.0,33319.0,254.058
288.0,33319.0,194.528
289.0,33319.0,961.48
290.0,43229.0,19.096
291.0,43229.0,18.496
292.0,43229.0,255.984
293.0,43229.0,86.97
294.0,80906.0,300.416
295.0,80906.0,230.352
296.0,80906.0,218.352
297.0,80906.0,78.6
298.0,80906.0,27.552
299.0,7109.0,32.4
300.0,7109.0,1082.48
301.0,7109.0,56.91
302.0,7109.0,77.6
303.0,7109.0,14.28
304.0,60623.0,219.075
305.0,10024.0,26.8
306.0,48180.0,9.84
307.0,8701.0,45.48
308.0,8701.0,289.2
309.0,22204.0,4.89
310.0,80004.0,15.136
311.0,80004.0,466.768
312.0,80004.0,15.232
313.0,80004.0,6.264
314.0,7601.0,87.54
315.0,33710.0,178.384
316.0,33710.0,15.552
317.0,19143.0,99.136
318.0,10024.0,135.882
319.0,10024.0,3991.98
320.0,10024.0,275.94
321.0,10024.0,360.0
322.0,10024.0,43.57
323.0,90805.0,7.16
324.0,92345.0,251.52
325.0,92345.0,99.99
326.0,37130.0,15.992
327.0,19143.0,290.898
328.0,19143.0,54.224
329.0,19143.0,786.744
330.0,19143.0,100.24
331.0,19143.0,37.764
332.0,19134.0,82.8
333.0,19134.0,20.724
334.0,19134.0,4.896
335.0,90045.0,4.752
336.0,90045.0,959.984
337.0,90045.0,14.368
338.0,94122.0,7.712
339.0,94122.0,698.352
340.0,84041.0,4.96
341.0,19140.0,17.856
342.0,19140.0,509.97
343.0,19140.0,30.992
344.0,19140.0,71.928
345.0,78745.0,88.8
346.0,94122.0,47.976
347.0,1852.0,7.56
348.0,1852.0,24.56
349.0,1852.0,12.96
350.0,10009.0,6.79
351.0,10009.0,24.56
352.0,10009.0,3.048
353.0,10009.0,49.12
354.0,10009.0,4355.168
355.0,10035.0,388.704
356.0,10035.0,8.26
357.0,10035.0,17.04
358.0,10035.0,34.4
359.0,28205.0,36.24
360.0,31907.0,647.84
361.0,31907.0,20.7
362.0,10009.0,20.7
363.0,10009.0,488.646
364.0,10009.0,5.56
365.0,10009.0,47.12
366.0,94109.0,211.96
367.0,6040.0,23.2
368.0,6040.0,7.36
369.0,6040.0,104.79
370.0,6040.0,1043.92
371.0,78550.0,25.92
372.0,78550.0,53.424
373.0,85705.0,8.16
374.0,85705.0,1023.936
375.0,85705.0,9.24
376.0,85705.0,479.04
377.0,62301.0,99.136
378.0,2038.0,1488.424
379.0,77095.0,8.652
380.0,77095.0,23.832
381.0,77095.0,12.176
382.0,94109.0,50.96
383.0,94109.0,49.536
384.0,48180.0,41.9
385.0,33024.0,375.4575
386.0,33024.0,83.976
387.0,19140.0,482.34
388.0,19140.0,2.96
389.0,45231.0,2.624
390.0,10009.0,23.36
391.0,10009.0,39.98
392.0,98198.0,246.384
393.0,98198.0,1799.97
394.0,61604.0,12.462
395.0,89115.0,75.792
396.0,2886.0,49.96
397.0,2886.0,12.96
398.0,49201.0,70.12
399.0,77036.0,35.952
400.0,77036.0,2396.2656
401.0,77036.0,131.136
402.0,77036.0,57.584
403.0,33180.0,9.568
404.0,28403.0,39.072
405.0,10024.0,35.91
406.0,94110.0,179.95
407.0,94110.0,1199.976
408.0,94110.0,27.15
409.0,94110.0,1004.024
410.0,94110.0,9.68
411.0,94110.0,28.35
412.0,94110.0,55.98
413.0,94110.0,1336.829
414.0,94110.0,113.568
415.0,98105.0,139.86
416.0,98105.0,307.136
417.0,92646.0,95.92
418.0,90004.0,383.8
419.0,40475.0,5.78
420.0,90045.0,9.32
421.0,90045.0,15.25
422.0,80027.0,196.752
423.0,1841.0,56.56
424.0,1841.0,32.7
425.0,39212.0,866.4
426.0,48187.0,28.4
427.0,48187.0,287.92
428.0,10801.0,69.99
429.0,78207.0,6.672
430.0,28052.0,189.588
431.0,28052.0,408.744
432.0,28052.0,291.96
433.0,28052.0,4.768
434.0,1852.0,714.3
435.0,32216.0,4.812
436.0,32216.0,247.8
437.0,60623.0,1007.979
438.0,60623.0,313.488
439.0,77070.0,31.872
440.0,10024.0,207.846
441.0,48227.0,12.22
442.0,48227.0,194.94
443.0,48227.0,70.95
444.0,48227.0,91.36
445.0,48227.0,242.94
446.0,48227.0,22.05
447.0,47201.0,2.91
448.0,13021.0,59.52
449.0,13021.0,161.94
450.0,13021.0,263.88
451.0,13021.0,30.48
452.0,13021.0,9.84
453.0,13021.0,35.12
454.0,44312.0,284.364
455.0,44312.0,665.408
456.0,73071.0,63.88
457.0,94521.0,129.568
458.0,62521.0,747.558
459.0,62521.0,8.928
460.0,98115.0,103.92
461.0,98115.0,899.91
462.0,98115.0,51.312
463.0,85023.0,23.56
464.0,85023.0,1272.63
465.0,85023.0,28.485
466.0,85023.0,185.376
467.0,85023.0,78.272
468.0,60068.0,254.744
469.0,79109.0,205.3328
470.0,60610.0,4.788
471.0,11757.0,55.48
472.0,94110.0,340.92
473.0,94110.0,222.666
474.0,94110.0,703.968
475.0,94110.0,92.52
476.0,94110.0,62.65
477.0,94110.0,94.85
478.0,90008.0,95.76
479.0,12180.0,40.2
480.0,10024.0,14.7
481.0,10024.0,704.25
482.0,92024.0,9.09
483.0,10024.0,5.96
484.0,10024.0,159.98
485.0,90045.0,29.6
486.0,90045.0,514.165
487.0,90045.0,279.96
488.0,60610.0,2735.952
489.0,77340.0,7.992
490.0,77340.0,63.984
491.0,77340.0,70.368
492.0,14609.0,449.15
493.0,14609.0,11.07
494.0,98115.0,93.98
495.0,38109.0,189.882
496.0,72701.0,105.42
497.0,92627.0,119.616
498.0,92627.0,255.76
499.0,92627.0,241.568
500.0,92627.0,69.3
501.0,80134.0,22.62
502.0,80134.0,14.952
503.0,80134.0,801.568
504.0,80134.0,2.376
505.0,80134.0,32.792
506.0,10024.0,15.92
507.0,30318.0,2.74
508.0,30318.0,8.34
509.0,30318.0,46.74
510.0,30318.0,6354.95
511.0,64118.0,126.3
512.0,64118.0,38.04
513.0,43055.0,7.152
514.0,90049.0,6.63
515.0,90049.0,5.88
516.0,59405.0,2999.95
517.0,59405.0,51.45
518.0,59405.0,11.96
519.0,59405.0,1126.02
520.0,77041.0,18.392
521.0,77041.0,129.568
522.0,77041.0,14.112
523.0,48234.0,210.98
524.0,90032.0,55.176
525.0,90032.0,66.26
526.0,1841.0,22.2
527.0,33801.0,683.952
528.0,33801.0,45.696
529.0,19134.0,36.336
530.0,19134.0,666.248
531.0,19134.0,52.512
532.0,90036.0,190.72
533.0,90032.0,47.94
534.0,36116.0,979.95
535.0,36116.0,22.75
536.0,85204.0,16.768
537.0,60653.0,42.616
538.0,10009.0,10.752
539.0,42420.0,152.94
540.0,42420.0,283.92
541.0,54302.0,468.9
542.0,85705.0,380.864
543.0,45503.0,646.776
544.0,76106.0,58.112
545.0,76106.0,100.792
546.0,76106.0,66.112
547.0,10035.0,41.28
548.0,10035.0,13.36
549.0,60653.0,250.272
550.0,60653.0,11.364
551.0,60653.0,8.72
552.0,94110.0,1121.568
553.0,32216.0,34.504
554.0,77070.0,10.824
555.0,92804.0,1295.78
556.0,28403.0,19.456
557.0,90045.0,20.7
558.0,90045.0,1335.68
559.0,90045.0,32.4
560.0,94110.0,42.6
561.0,94110.0,84.056
562.0,33614.0,13.0
563.0,33614.0,13.128
564.0,98105.0,3.96
565.0,98105.0,2.61
566.0,90008.0,374.376
567.0,98105.0,91.84
568.0,98105.0,81.088
569.0,98105.0,19.44
570.0,98105.0,451.152
571.0,10024.0,72.45
572.0,10024.0,13.96
573.0,10024.0,33.264
574.0,10024.0,14.85
575.0,98270.0,8.82
576.0,90805.0,160.72
577.0,90805.0,19.92
578.0,90805.0,7.3
579.0,60610.0,69.712
580.0,60610.0,8.792
581.0,90004.0,51.52
582.0,80219.0,470.376
583.0,80219.0,105.584
584.0,80219.0,31.152
585.0,80219.0,6.783
586.0,80219.0,406.368
587.0,40475.0,70.98
588.0,40475.0,294.93
589.0,97301.0,84.784
590.0,97301.0,20.736
591.0,97301.0,16.821
592.0,97301.0,10.368
593.0,78041.0,9.344
594.0,78041.0,31.2
595.0,92024.0,76.12
596.0,92024.0,1199.976
597.0,92024.0,445.96
598.0,92024.0,327.76
599.0,19134.0,11.632
600.0,19120.0,143.982
601.0,19120.0,494.376
602.0,19120.0,5.84
603.0,33614.0,142.776
604.0,33614.0,45.696
605.0,33614.0,7.218
606.0,33614.0,43.188
607.0,33614.0,131.904
608.0,19134.0,3.282
609.0,19134.0,21.168
610.0,19134.0,55.188
611.0,75217.0,369.576
612.0,75217.0,15.712
613.0,19143.0,8.448
614.0,19143.0,728.946
615.0,43123.0,119.94
616.0,43123.0,3.648
617.0,10011.0,40.48
618.0,10011.0,9.94
619.0,10011.0,107.424
620.0,10011.0,37.91
621.0,10011.0,88.02
622.0,60610.0,8.69
623.0,48126.0,301.96
624.0,48126.0,555.21
625.0,48126.0,523.48
626.0,48126.0,161.82
627.0,10009.0,35.56
628.0,98115.0,97.16
629.0,94122.0,15.24
630.0,94122.0,13.23
631.0,80013.0,243.384
632.0,80013.0,119.8
633.0,80013.0,300.768
634.0,33180.0,17.88
635.0,33180.0,235.944
636.0,31088.0,392.94
637.0,80013.0,18.882
638.0,80013.0,122.328
639.0,94591.0,1049.2
640.0,94591.0,15.424
641.0,55407.0,18.84
642.0,92691.0,330.4
643.0,92691.0,26.25
644.0,48307.0,132.52
645.0,7060.0,6.48
646.0,47201.0,209.3
647.0,85635.0,31.56
648.0,85635.0,30.144
649.0,98661.0,14.8
650.0,98661.0,302.376
651.0,98661.0,316.0
652.0,10024.0,379.4
653.0,10035.0,97.82
654.0,10035.0,103.12
655.0,43229.0,113.552
656.0,43229.0,3.318
657.0,43229.0,134.288
658.0,60505.0,701.372
659.0,60505.0,2.308
660.0,76017.0,999.432
661.0,76017.0,724.08
662.0,76017.0,918.785
663.0,76017.0,2.724
664.0,10011.0,459.95
665.0,40214.0,10.74
666.0,75081.0,23.76
667.0,75081.0,85.056
668.0,75081.0,381.576
669.0,44105.0,30.36
670.0,60653.0,23.976
671.0,60653.0,108.925
672.0,60653.0,36.352
673.0,62301.0,19.56
674.0,47201.0,61.44
675.0,47201.0,38.9
676.0,47201.0,99.39
677.0,75701.0,2.688
678.0,75701.0,27.816
679.0,75701.0,82.524
680.0,75701.0,182.994
681.0,10024.0,14.352
682.0,10024.0,64.96
683.0,10024.0,68.6
684.0,27217.0,7999.98
685.0,27217.0,167.44
686.0,39212.0,479.97
687.0,39212.0,14.62
688.0,39212.0,19.44
689.0,10035.0,191.984
690.0,22980.0,104.01
691.0,22980.0,284.82
692.0,22980.0,36.84
693.0,90036.0,166.24
694.0,90036.0,33.4
695.0,19013.0,198.272
696.0,19013.0,47.36
697.0,19013.0,200.984
698.0,19013.0,97.696
699.0,19013.0,2.696
700.0,19013.0,18.588
701.0,19013.0,4.896
702.0,44105.0,15.072
703.0,98103.0,209.88
704.0,90805.0,369.912
705.0,27511.0,10.368
706.0,27511.0,166.84
707.0,27511.0,15.216
708.0,10035.0,119.96
709.0,10035.0,883.92
710.0,10035.0,46.72
711.0,10035.0,55.48
712.0,32137.0,24.448
713.0,10550.0,281.34
714.0,10550.0,307.98
715.0,10550.0,299.97
716.0,98105.0,19.92
717.0,19901.0,9.94
718.0,43055.0,103.056
719.0,84057.0,59.808
720.0,84057.0,73.32
721.0,90045.0,146.82
722.0,48205.0,1652.94
723.0,48205.0,296.37
724.0,19140.0,129.92
725.0,33012.0,45.584
726.0,78745.0,17.568
727.0,78745.0,55.992
728.0,11572.0,182.72
729.0,11572.0,400.032
730.0,11572.0,33.63
731.0,11572.0,542.646
732.0,11572.0,6.3
733.0,98115.0,242.94
734.0,98115.0,179.97
735.0,98115.0,99.696
736.0,98115.0,27.936
737.0,98115.0,84.98
738.0,98115.0,18.72
739.0,94110.0,49.98
740.0,60540.0,11.784
741.0,60540.0,272.736
742.0,60540.0,3.54
743.0,75220.0,51.52
744.0,75220.0,3.528
745.0,75220.0,4.624
746.0,75220.0,55.168
747.0,92105.0,567.12
748.0,92105.0,359.32
749.0,60201.0,11.992
750.0,48183.0,58.05
751.0,48183.0,157.74
752.0,48183.0,56.98
753.0,48183.0,2.88
754.0,94110.0,1199.976
755.0,90036.0,79.92
756.0,32216.0,383.438
757.0,55016.0,24.56
758.0,55016.0,119.8
759.0,10009.0,13.128
760.0,54302.0,22.72
761.0,90004.0,58.32
762.0,30318.0,12.39
763.0,43229.0,107.982
764.0,71111.0,11.36
765.0,71111.0,50.94
766.0,71111.0,646.74
767.0,71111.0,5.64
768.0,71111.0,572.58
769.0,33710.0,310.88
770.0,22204.0,641.96
771.0,50315.0,18.28
772.0,50315.0,207.0
773.0,50315.0,32.35
774.0,50315.0,7.71
775.0,50315.0,40.3
776.0,50315.0,34.58
777.0,45231.0,32.76
778.0,94110.0,544.008
779.0,94110.0,59.94
780.0,94110.0,23.92
781.0,94110.0,4.28
782.0,43229.0,32.07
783.0,43229.0,24.0
784.0,43229.0,35.49
785.0,43229.0,47.984
786.0,29203.0,186.69
787.0,93534.0,17.456
788.0,93534.0,348.928
789.0,23223.0,143.96
790.0,23223.0,15.42
791.0,23223.0,43.04
792.0,23223.0,332.94
793.0,28806.0,1363.96
794.0,94110.0,9.96
795.0,94110.0,21.72
796.0,55901.0,20.16
797.0,14609.0,132.79
798.0,14609.0,12.96
799.0,14609.0,21.56
800.0,92530.0,283.92
801.0,92105.0,22.23
802.0,92105.0,215.968
803.0,10024.0,355.32
804.0,71203.0,12.96
805.0,94122.0,18.28
806.0,80219.0,43.176
807.0,80219.0,1983.968
808.0,68104.0,28.4
809.0,68104.0,149.97
810.0,98026.0,11.52
811.0,98026.0,1298.55
812.0,98026.0,213.92
813.0,98026.0,25.78
814.0,92704.0,18.28
815.0,92704.0,1399.93
816.0,53209.0,51.84
817.0,19140.0,5.344
818.0,19140.0,41.472
819.0,19140.0,3.168
820.0,19140.0,1228.465
821.0,19140.0,31.086
822.0,19140.0,335.52
823.0,7109.0,239.97
824.0,7109.0,9.82
825.0,94110.0,67.8
826.0,94110.0,167.97
827.0,55044.0,35.0
828.0,55044.0,37.24
829.0,55044.0,15.28
830.0,41042.0,301.96
831.0,41042.0,180.66
832.0,41042.0,191.98
833.0,41042.0,65.99
834.0,33614.0,35.216
835.0,33614.0,23.696
836.0,33614.0,265.475
837.0,75701.0,51.184
838.0,38401.0,9.664
839.0,76106.0,21.072
840.0,10035.0,60.45
841.0,10035.0,11.52
842.0,10035.0,186.048
843.0,90036.0,37.44
844.0,90036.0,26.976
845.0,90036.0,11.36
846.0,90036.0,14.62
847.0,40214.0,83.72
848.0,40214.0,287.94
849.0,44052.0,48.896
850.0,7036.0,115.36
851.0,93905.0,5.16
852.0,93905.0,38.88
853.0,39212.0,185.88
854.0,10035.0,44.46
855.0,10035.0,242.94
856.0,10035.0,39.96
857.0,10035.0,102.3
858.0,10035.0,21.36
859.0,8901.0,7.61
860.0,8901.0,7.16
861.0,94122.0,7.36
862.0,94122.0,23.1
863.0,32216.0,191.472
864.0,32216.0,5.248
865.0,32216.0,59.184
866.0,22153.0,2.89
867.0,22153.0,51.94
868.0,19140.0,15.936
869.0,17602.0,44.91
870.0,19143.0,1141.47
871.0,19143.0,280.782
872.0,3301.0,34.44
873.0,10009.0,11.36
874.0,10009.0,106.344
875.0,28205.0,192.16
876.0,3301.0,322.59
877.0,3301.0,29.99
878.0,3301.0,371.97
879.0,19120.0,5.892
880.0,10024.0,68.472
881.0,10024.0,1242.9
882.0,22153.0,30.84
883.0,94109.0,13.48
884.0,48227.0,31.4
885.0,14609.0,17.46
886.0,90045.0,13.944
887.0,92105.0,83.76
888.0,21044.0,37.66
889.0,94122.0,34.68
890.0,10801.0,149.95
891.0,10801.0,51.312
892.0,48227.0,4.54
893.0,48227.0,15.92
894.0,48227.0,543.92
895.0,94122.0,155.82
896.0,94122.0,70.008
897.0,77095.0,15.648
898.0,48227.0,103.6
899.0,13021.0,46.96
900.0,45503.0,8.904
901.0,75043.0,10.44
902.0,75043.0,18.336
903.0,60653.0,323.976
904.0,90032.0,20.04
905.0,90032.0,64.96
906.0,90032.0,12.96
907.0,10009.0,323.136
908.0,10009.0,90.93
909.0,10009.0,52.776
910.0,49201.0,1199.8
911.0,49201.0,1928.78
912.0,49201.0,352.38
913.0,6360.0,22.2
914.0,53209.0,46.94
915.0,53209.0,143.73
916.0,78207.0,99.918
917.0,78207.0,797.944
918.0,78207.0,8.568
919.0,75220.0,149.352
920.0,75220.0,12.992
921.0,22304.0,24.56
922.0,10009.0,85.14
923.0,10009.0,21.99
924.0,10009.0,406.6
925.0,10011.0,841.568
926.0,19143.0,15.552
927.0,19143.0,252.0
928.0,22153.0,46.2
929.0,22153.0,28.84
930.0,43615.0,14.592
931.0,43615.0,89.856
932.0,43615.0,13.872
933.0,19140.0,12.192
934.0,19120.0,45.056
935.0,19120.0,29.718
936.0,19120.0,15.552
937.0,19120.0,447.696
938.0,87401.0,159.99
939.0,92503.0,12.96
940.0,92503.0,134.48
941.0,94110.0,17.12
942.0,90503.0,6.096
943.0,90503.0,1114.272
944.0,98105.0,32.4
945.0,98105.0,540.57
946.0,98105.0,167.76
947.0,85204.0,393.165
948.0,19120.0,516.488
949.0,19120.0,1007.232
950.0,19120.0,2065.32
951.0,19120.0,15.552
952.0,19120.0,25.344
953.0,19143.0,25.472
954.0,78664.0,27.168
955.0,78664.0,78.8528
956.0,39212.0,173.8
957.0,85023.0,29.592
958.0,85023.0,4.752
959.0,85023.0,15.552
960.0,92054.0,204.6
961.0,94110.0,321.568
962.0,72701.0,6.24
963.0,94110.0,21.88
964.0,33433.0,4.608
965.0,10011.0,9.82
966.0,10011.0,35.97
967.0,10011.0,12.96
968.0,10011.0,191.6
969.0,10011.0,8.64
970.0,10011.0,501.81
971.0,19134.0,127.104
972.0,19134.0,124.2
973.0,19134.0,18.588
974.0,19134.0,30.072
975.0,10011.0,160.93
976.0,10011.0,75.792
977.0,97206.0,1.08
978.0,48205.0,3059.982
979.0,28403.0,3.282
980.0,47201.0,34.02
981.0,10035.0,599.292
982.0,80027.0,3.392
983.0,80027.0,559.984
984.0,80027.0,603.92
985.0,77506.0,7.968
986.0,77506.0,27.968
987.0,77506.0,336.51
988.0,77041.0,1.112
989.0,13021.0,520.05
990.0,13021.0,17.97
991.0,32216.0,1166.92
992.0,10024.0,14.624
993.0,95123.0,10.23
994.0,95123.0,154.9
995.0,23464.0,2715.93
996.0,23464.0,617.97
997.0,42420.0,10.67
998.0,42420.0,36.63
999.0,42420.0,24.1
1000.0,42420.0,33.11
1001.0,98661.0,44.02
1002.0,10024.0,2309.65
1003.0,10024.0,1090.782
1004.0,10024.0,19.44
1005.0,92563.0,484.65
1006.0,28540.0,115.296
1007.0,85254.0,7.08
1008.0,85254.0,4.401
1009.0,52601.0,44.75
1010.0,60653.0,95.984
1011.0,92037.0,151.72
1012.0,98502.0,155.25
1013.0,98502.0,14.03
1014.0,98103.0,1618.37
1015.0,98103.0,99.6
1016.0,90036.0,32.4
1017.0,10011.0,13.96
1018.0,10011.0,155.82
1019.0,10011.0,124.95
1020.0,10011.0,601.65
1021.0,20016.0,22.74
1022.0,20016.0,1267.53
1023.0,20016.0,1379.92
1024.0,19134.0,6.208
1025.0,90045.0,11.808
1026.0,45503.0,15.552
1027.0,45503.0,63.312
1028.0,45503.0,15.588
1029.0,7601.0,177.2
1030.0,7601.0,197.97
1031.0,7601.0,854.94
1032.0,7601.0,124.11
1033.0,7601.0,14.4
1034.0,45231.0,15.696
1035.0,45231.0,2.628
1036.0,45231.0,14.427
1037.0,65109.0,86.62
1038.0,90004.0,36.624
1039.0,27217.0,23.968
1040.0,27217.0,28.728
1041.0,63376.0,697.16
1042.0,10035.0,31.86
1043.0,10035.0,722.352
1044.0,60610.0,8.84
1045.0,60610.0,58.464
1046.0,61107.0,254.604
1047.0,33142.0,1363.96
1048.0,33142.0,102.36
1049.0,94109.0,1113.504
1050.0,94109.0,99.99
1051.0,19134.0,168.464
1052.0,19134.0,6.72
1053.0,19134.0,282.888
1054.0,10009.0,11.16
1055.0,10009.0,108.4
1056.0,10009.0,82.344
1057.0,10009.0,9.088
1058.0,92037.0,19.936
1059.0,92037.0,65.568
1060.0,19143.0,4.416
1061.0,77095.0,107.772
1062.0,43615.0,45.216
1063.0,43615.0,10.416
1064.0,43615.0,7.872
